,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3418187,Chloe (2009) ,克洛伊 Chloe,剧情,爱情,悬疑,同性,7.4,40480,13.4%,46.4%,36.8%,3.1%,0.3%,美国,加拿大,法国,1010662,1054519,1031220,1053586,1013763,1335201,1027235,1108318,"https://ia.media-imdb.com/images/M/MV5BMTczMzExNTkyMV5BMl5BanBnXkFtZTcwODUyMzAyMw@@._V1_UY268_CR1,0,182,268_AL_.jpg"
