,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2010),4305436,Chi Ming yi Chun Kiu (2010) ,志明与春娇 志明與春嬌,剧情,喜剧,爱情,8.0,336563,27.1%,47.9%,22.4%,2.1%,0.5%,香港,1000148,1173971,1041510,1274442,1038570,1045825,1298762,1025526,1274433,1319116,1319764,1385418,1316133,1317576,1333958,1337532,1197244,1275121,1275652,1275992,1354380,1385423,1274577,"https://ia.media-imdb.com/images/M/MV5BMTY4NTA3ODI3N15BMl5BanBnXkFtZTgwMTk0NDA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
