,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),10463953,The Imitation Game (2014) ,模仿游戏 The Imitation Game,剧情,同性,传记,战争,8.6,266341,42.0%,44.6%,12.5%,0.7%,0.1%,英国,美国,1299674,1009405,1054448,1000008,1187874,1045284,1000400,1027299,1274374,1319973,1316120,1319284,1350312,1150548,1343731,1341066,"https://ia.media-imdb.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
