,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,poster
0,(2011),4301043,Contagion (2011) ,传染病 Contagion,剧情,科幻,惊悚,灾难,6.4,31775,4.9%,25.4%,55.2%,12.8%,1.7%,美国,阿联酋,1054400,1006955,1054443,1022596,1010510,1018985,1054446,1031807,1012506,1049658,1036774,1100849,1317081,1014212,1049584,1018107,1000648,1067891,1075379,1170513,1197244,1317424,1367298,1367299,1317694,1339746,1367300,1367303,1367302,1367301,1367304,"https://ia.media-imdb.com/images/M/MV5BMTY3MDk5MDc3OV5BMl5BanBnXkFtZTcwNzAyNTg0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
