,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),3430271,Desert Flower (2009) ,沙漠之花 Desert Flower,剧情,8.7,51727,45.6%,43.4%,10.4%,0.6%,0.1%,英国,德国,奥地利,1286916,1014172,1044915,1009511,1027217,1041212,1031872,"https://ia.media-imdb.com/images/M/MV5BMTcwODMwMzA0MV5BMl5BanBnXkFtZTcwMTc3ODc1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
