,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2009),3291930,Chi bi: Jue zhan tian xia (2009) ,赤壁(下),剧情,动作,历史,战争,6.4,96422,5.5%,27.1%,51.9%,12.2%,3.2%,中国大陆,香港,日本,台湾,韩国,1027853,1115918,1027883,1050265,1163713,1009179,1036839,1077991,1032540,1301518,1050014,1042341,1045901,"https://ia.media-imdb.com/images/M/MV5BMTU2OTc4OTM5OF5BMl5BanBnXkFtZTcwNDA5ODIxMw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
