,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2013),4099231,The Tale of the Princess Kaguya (2013) ,辉夜姬物语 かぐや姫の物語,动画,8.3,43828,37.2%,44.1%,16.8%,1.5%,0.3%,日本,1041380,1275810,1042089,1048878,1001156,1031429,1017067,1045991,1276177,1151197,1045437,1053697,1024738,1036950,"https://ia.media-imdb.com/images/M/MV5BMTcwODI0MzEwOF5BMl5BanBnXkFtZTgwNjkyNTEwMTE@._V1_UY268_CR4,0,182,268_AL_.jpg"
