,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2010),3578981,Ip Man 2 (2010) ,叶问2：宗师传奇,动作,传记,历史,7.2,146709,12.2%,42.8%,39.6%,4.6%,0.8%,中国大陆,香港,1274472,1025194,1055887,1027481,1041404,1018257,1019278,1313729,1315999,1054717,1014738,1031194,1313922,1355361,"https://ia.media-imdb.com/images/M/MV5BMTM2MjY1NzMxOF5BMl5BanBnXkFtZTcwNzQ1NTcxNA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
