,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2012),4914468,Ice Age: Continental Drift (2012) ,冰川时代4 Ice Age: Continental Drift,喜剧,动画,冒险,8.0,149804,26.3%,50.5%,21.6%,1.5%,0.2%,美国,1299248,1291163,1031853,1066630,1321849,1036749,1321850,1019009,1189486,1321851,1009704,1000102,1305235,1010561,1032454,"https://ia.media-imdb.com/images/M/MV5BMTM3NDM5MzY5Ml5BMl5BanBnXkFtZTcwNjExMDUwOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
