,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2013),6827727,Nymphomaniac: Vol. I (2013) ,女性瘾者：第一部 Nymphomaniac: Volume I,剧情,情色,7.7,45553,22.2%,45.9%,27.5%,3.5%,0.8%,丹麦,德国,法国,比利时,英国,1056007,1054522,1017918,1334729,1022000,1022597,1031221,1314801,1009298,1126687,1027945,1027867,"https://ia.media-imdb.com/images/M/MV5BMjA3Njc5MjI5Ml5BMl5BanBnXkFtZTgwNTY3Mjg3MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
