,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(1998),3904560,Shui hu zhuan             ,水浒传,历史,8.4,25624,39.0%,43.8%,15.7%,1.2%,0.3%,中国大陆,1318316,1274233,1316229,1275865,1045901,1275864,1274779,1314476,1275766,"https://ia.media-imdb.com/images/M/MV5BNzNlYzg5OWQtZTE4ZS00OTYzLThiYjMtMzdkZmIzYmM3ZGNlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
