,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2011),5964718,A Separation (2011) ,一次别离 جدایی نادر از سیمین,剧情,家庭,8.7,138243,47.9%,40.9%,10.2%,0.8%,0.2%,伊朗,法国,1275094,1314289,1286212,1314287,1175128,1314288,1165578,1314290,1314291,1316544,1371629,1371633,"https://ia.media-imdb.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
