,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(1999),3286543,The One After Vegas             ,老友记  第六季 Friends Season 6,喜剧,爱情,9.7,40854,88.3%,10.3%,1.3%,0.1%,0.0%,美国,1016678,1040995,1040992,1013783,1048025,1041115,"https://ia.media-imdb.com/images/M/MV5BNjk0MjMwNjgyOF5BMl5BanBnXkFtZTgwMDIyMzYzMzE@._V1_UY268_CR87,0,182,268_AL_.jpg"
