,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2010),4135443,Akunin (2010) ,恶人 悪人,剧情,7.7,17570,20.3%,48.2%,27.9%,3.1%,0.5%,日本,1014891,1037028,1014844,1037118,1274453,1042056,1014853,1015203,1000031,1029037,1048388,1042429,1037741,1037559,1275308,"https://ia.media-imdb.com/images/M/MV5BYzY3YWMxY2MtMDg3MC00ZDVlLTliZTMtNjdlNWUzZTZkM2RlXkEyXkFqcGdeQXVyNDY2NjQ0NjA@._V1_UY268_CR1,0,182,268_AL_.jpg"
