,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2012),4202204,Wang de Shengyan (2012) ,王的盛宴,历史,古装,5.3,59650,5.9%,14.2%,35.5%,28.4%,16.1%,中国大陆,1005319,1000572,1027502,1077991,1274294,1274648,1275718,1000145,1315848,1039767,1313876,1186926,1313768,1274390,1314486,"https://ia.media-imdb.com/images/M/MV5BNTFjYjhlMjYtMGFmYS00MGU0LTg4ZTMtMTMzOGQ4YjMwODcwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
