,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2009),3552028,The Blind Side (2009) ,弱点 The Blind Side,剧情,家庭,传记,运动,8.4,105928,37.5%,46.5%,14.5%,1.2%,0.2%,美国,1285940,1022003,1044896,1022617,1309865,1018977,1041216,1010555,"https://ia.media-imdb.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg"
