,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2010),3792799,Sui yuet san tau (2010) ,岁月神偷 歲月神偷,剧情,家庭,8.6,322711,45.8%,40.8%,12.2%,0.9%,0.2%,香港,中国大陆,1274690,1127819,1031194,1313356,1274292,1276096,1048476,1029271,1025526,1053570,1313660,1167299,"https://ia.media-imdb.com/images/M/MV5BZmI2YTRkMzctNjI5Zi00OWIxLTljYzYtYTk3NTkyODNjZjMwXkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
