,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,poster
0,(2009),4158027,The Lady and the Reaper (La dama y la muerte) (2009) ,老妇人与死神 La dama y la Muerte,剧情,喜剧,动画,短片,奇幻,8.0,29798,25.5%,50.8%,22.5%,1.1%,0.1%,西班牙,1324833,"https://ia.media-imdb.com/images/M/MV5BYWI1NTEyNzQtYTM1Ny00OTMwLTgyZWMtNDYxZmVmMzZhY2ZlXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR3,0,182,268_AL_.jpg"
