,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2010),3319755,Flipped (2010) ,怦然心动 Flipped,剧情,喜剧,爱情,8.9,631362,56.4%,34.5%,8.4%,0.6%,0.1%,美国,1031903,1031867,1004751,1049546,1055414,1054959,1013868,1031890,1014032,1000182,1276020,1276021,1276027,1023036,1276028,1022965,1238165,1036534,1390240,1233459,1390241,1390242,1390243,1390244,1276022,1276023,1276024,1276025,1276026,"https://ia.media-imdb.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
