,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2014),4160540,Ex Machina (2014) ,机械姬 Ex Machina,科幻,悬疑,惊悚,7.5,124018,15.4%,50.3%,30.8%,2.9%,0.5%,英国,1284570,1012481,1313116,1233154,1045054,1333555,1347589,1347723,1333557,"https://ia.media-imdb.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
