,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,poster
0,(2008),3358309,Lost and Found (2008) ,远在天边 Lost and Found,剧情,动画,短片,9.0,34994,57.5%,33.6%,8.4%,0.4%,0.1%,英国,1287166,1019049,"https://ia.media-imdb.com/images/M/MV5BNDc5NjA1NzI3OV5BMl5BanBnXkFtZTgwMjUwMzA2MDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
