,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,poster
0,(2009),3607666,Gao xing (2009) ,高兴,剧情,喜剧,6.5,37356,7.6%,29.0%,47.4%,12.9%,3.2%,中国,1004530,1033846,1274242,1005843,"https://ia.media-imdb.com/images/M/MV5BMDQ5MDNjZTctMDUzYS00NjkwLWE1NjYtOGRlZjA5NzMwNTdmXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
