,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),3754946,Jin yi wei (2010) ,锦衣卫,剧情,动作,惊悚,武侠,古装,5.9,104548,3.4%,17.4%,54.5%,20.3%,4.5%,中国大陆,香港,新加坡,1275585,1025194,1163713,1028237,1018555,1037547,1028360,1054282,1055887,1108968,1028689,"https://ia.media-imdb.com/images/M/MV5BMjgxNjg1Mjg1Ml5BMl5BanBnXkFtZTgwODgyODA1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
