,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),3338879,In a Better World (2010) ,更好的世界 Hævnen,剧情,8.3,20007,32.7%,52.0%,14.3%,0.9%,0.2%,丹麦,瑞典,1000380,1027504,1000809,1315502,1314256,1036598,1320210,"https://ia.media-imdb.com/images/M/MV5BZDk1ZDkyNDItNjY1MC00YjM1LTkxNTUtNzRlMjk3YmFkZGI4XkEyXkFqcGdeQXVyMjMwOTA0Ng@@._V1_UY268_CR3,0,182,268_AL_.jpg"
