,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,actor51,actor52,actor53,actor54,actor55,actor56,actor57,actor58,actor59,poster
0,(2012),10491666,Legal High             ,胜者即是正义 リーガル・ハイ,剧情,喜剧,犯罪,9.3,148027,70.3%,25.2%,4.1%,0.3%,0.1%,日本,1337094,1337095,1028795,1018562,1029321,1042245,1316714,1323337,1214398,1313341,1312762,1316190,1275819,1348369,1319743,1051321,1323513,1017055,1314832,1312684,1312772,1275308,1011304,1318886,1323522,1317345,1131413,1319762,1029376,1008521,1054163,1363092,1312799,1019486,1030048,1015443,1007687,1343657,1002344,1275356,1017255,1163631,1005945,1274372,1017239,1324129,1320223,1323511,1344834,1001859,1260835,1039063,1013691,1275801,1326035,1313698,1017067,1026007,1312791,1314892,1313097,"https://ia.media-imdb.com/images/M/MV5BYmU5YTIxNzAtYTk2Yy00OTE4LWI0M2YtNWZkM2IwZjdjZWNjXkEyXkFqcGdeQXVyMjU0MzQ1NzQ@._V1_UY268_CR63,0,182,268_AL_.jpg"
