,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2007),3420455,Da dian ying 2.0: Zhi liang ge sha gua de huang tang shi (2007) ,大电影2.0：两个傻瓜的荒唐事,喜剧,5.7,23743,3.0%,16.3%,50.8%,23.1%,6.8%,中国大陆,1275626,1274274,1001301,1029395,1274242,1274388,"https://ia.media-imdb.com/images/M/MV5BYWEzYzQzNzYtNjQ3OS00ZGQ5LTlkMmEtYzI0YTVmYWJkZmYyXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_UY268_CR4,0,182,268_AL_.jpg"
