,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2010),3289086,The Twilight Saga: Eclipse (2010) ,暮光之城3：月食 The Twilight Saga: Eclipse,剧情,爱情,惊悚,奇幻,6.4,111187,9.3%,23.6%,49.4%,14.1%,3.5%,美国,1027213,1012533,1035656,1018979,1036324,1031794,1036304,1044705,1031799,1009236,1036306,1009321,1049506,1013789,1027141,1035613,"https://ia.media-imdb.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
