,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2012),6878446,Er ci pu guang (2012) ,二次曝光,剧情,爱情,悬疑,6.1,108239,5.6%,22.3%,48.4%,18.8%,5.0%,中国大陆,1217944,1050059,1275721,1000145,1044964,1053125,1275747,1274641,1275873,"https://ia.media-imdb.com/images/M/MV5BYjc0ZjkwMDEtY2EwZS00YTQ2LTk1ZWUtNTExMzRiZTY3MDk1XkEyXkFqcGdeQXVyNjUxOTI2MTk@._V1_UY268_CR5,0,182,268_AL_.jpg"
