,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2010),3321409,Never Let Me Go (2010) ,别让我走 Never Let Me Go,剧情,爱情,科幻,7.7,62847,20.4%,46.7%,28.8%,3.5%,0.6%,英国,美国,1049687,1025144,1022620,1313105,1054448,1045003,1261575,1007020,1044915,1313106,1313107,1313108,1313109,1313110,1126232,1153085,1313111,1313115,1040815,1313116,"https://ia.media-imdb.com/images/M/MV5BMTM3NDQ1MjE2OF5BMl5BanBnXkFtZTcwNDIxNTk2Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
