,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2008),3344570,Ai qing hu jiao zhuan yi II: Ai qing zuo you (2008) ,爱情呼叫转移Ⅱ：爱情左右,喜剧,爱情,5.2,74350,1.9%,10.2%,45.7%,30.1%,12.1%,中国,1276057,1204410,1274235,1274242,1051526,1023990,1037715,1050540,1009179,1041404,1038715,1014781,1275718,1275633,1002998,1275547,1047358,1023141,1274297,1313275,"https://ia.media-imdb.com/images/M/MV5BNzdjZGJlYzQtNTYxZC00M2M3LWFlODctOTZlYzQ0ZmY0ZWY2XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
