,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2008),3312344,Beast Stalker (2008) ,证人 證人,动作,惊悚,7.2,68991,9.4%,45.1%,41.4%,3.7%,0.4%,香港,中国大陆,1275075,1050053,1016668,1037273,1033846,1274268,1274529,"https://ia.media-imdb.com/images/M/MV5BMzAzYTNjZmEtMTViYS00NDY5LTg4ZjQtOGIzZTQ5ZWYzZTEzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
