,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2011),4906427,The Law of Attraction (2011) ,万有引力,剧情,喜剧,爱情,悬疑,6.4,77532,5.0%,26.9%,53.0%,12.8%,2.3%,中国大陆,香港,1314029,1011513,1275542,1274274,1016668,1023718,1018248,1313011,1314660,"https://ia.media-imdb.com/images/M/MV5BY2IyOGZmOTUtNzRjZC00OTE2LWJiOGUtMTIzZThiMjczNzhiXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
