,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,poster
0,(2008),3564499,"Food, Inc. (2008) ","食品公司 Food, Inc.",纪录片,8.6,27052,43.3%,44.5%,11.2%,0.7%,0.3%,美国,1249362,1023033,"https://ia.media-imdb.com/images/M/MV5BZGNhYTA1ODMtY2M5Yy00MTYwLWFlZmEtNDM4M2I4ZTI2ZmVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR4,0,182,268_AL_.jpg"
