,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2018),4920389,Ready Player One (2018) ,头号玩家 Ready Player One,动作,科幻,冒险,8.9,373290,55.1%,35.0%,8.8%,0.8%,0.3%,美国,1054440,1328390,1327806,1000248,1014239,1255571,1369068,1390198,1035648,1248294,1350528,1108378,1018158,1041298,1344523,1163626,1342065,"https://ia.media-imdb.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX182_CR0,0,182,268_AL_.jpg"
