,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2012),3742937,Battleship (2012) ,超级战舰 Battleship,动作,科幻,冒险,灾难,6.6,93207,7.6%,29.6%,48.8%,11.6%,2.4%,美国,1031938,1000016,1049485,1031180,1000213,1036630,1123908,1031220,1000169,1129549,1036418,1010715,"https://ia.media-imdb.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
