,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2014),10545939,Huang jin shi dai (2014) ,黄金时代,剧情,爱情,传记,7.2,105018,15.3%,39.0%,35.8%,7.8%,2.1%,中国大陆,香港,1053570,1025141,1275721,1010208,1312699,1276105,1042568,1010504,1004530,1038974,1314827,1274648,1313650,1274761,1316572,1274820,1317988,1317348,1275044,1275934,1315835,1313991,1313598,1318734,1317578,"https://ia.media-imdb.com/images/M/MV5BMTk0NzA4NTEwNF5BMl5BanBnXkFtZTgwMTA0MTc5MjE@._V1_UY268_CR5,0,182,268_AL_.jpg"
