,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,poster
0,(2011),6786002,The Intouchables (2011) ,触不可及 Intouchables,剧情,喜剧,9.1,414543,63.7%,30.6%,5.3%,0.3%,0.1%,法国,1001404,1010884,1050210,1220507,1289597,1317872,1318339,"https://ia.media-imdb.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
