,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2013),5996801,Di Renjie: Shen du long wang (2013) ,狄仁杰之神都龙王,动作,悬疑,犯罪,古装,6.5,130633,6.8%,29.8%,48.4%,12.3%,2.8%,中国大陆,香港,1007152,1274608,1275721,1314535,1274845,1033011,1036905,1315368,1328097,1316991,1334242,1053618,1334288,1326518,1390435,1348503,1313545,1390434,"https://ia.media-imdb.com/images/M/MV5BMmI5NDI1NDktMmE2Ny00N2MwLWEwOWYtNzg2YzExYWNlMDQwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
