,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2011),6729121,Dude Ranch             ,摩登家庭  第三季 Modern Family Season 3,喜剧,家庭,9.5,35554,75.9%,21.5%,2.6%,0.1%,0.1%,美国,1331504,1000065,1055987,1031819,1025048,1027262,1049652,1315826,1036376,1004620,1312983,1022735,1319145,"https://ia.media-imdb.com/images/M/MV5BMTY0Mzg0NzY3OF5BMl5BanBnXkFtZTcwNDk0NDY2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
