,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2011),5977835,Tou ze (2011) ,桃姐,剧情,8.3,199591,31.9%,50.4%,16.3%,1.1%,0.2%,香港,1053570,1016864,1054424,1274437,1048476,1050076,1276054,1275992,1315865,1054340,1317676,1317866,1316782,1007152,1055887,1317865,1274265,1019343,"https://ia.media-imdb.com/images/M/MV5BMTQ1NDI2OTU5N15BMl5BanBnXkFtZTcwOTAyNzcwOQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
