,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2009),3793023,3 Idiots (2009) ,三傻大闹宝莱坞 3 Idiots,剧情,喜剧,爱情,歌舞,9.2,765024,66.6%,26.1%,6.3%,0.7%,0.3%,印度,1286677,1031931,1049635,1018290,1032430,1274689,1036940,1353205,1327523,"https://ia.media-imdb.com/images/M/MV5BZWRlNDdkNzItMzhlZC00YTdmLWIwNjktYjY5NjQ1ZmQ3N2FkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR9,0,182,268_AL_.jpg"
