,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2011),4843637,Mo shu wai zhuan (2011) ,最爱,剧情,爱情,7.3,121677,12.2%,45.6%,36.7%,4.6%,0.9%,中国大陆,香港,1037747,1041014,1041390,1274855,1020487,1314747,1274388,1314753,1039767,1274237,1314754,1314752,1021999,1005319,1274255,"https://ia.media-imdb.com/images/M/MV5BZTEzOGIxY2ItNTM0MC00M2RiLWI4MzgtYjZkMTNmNGRjZjlmXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UY268_CR6,0,182,268_AL_.jpg"
