,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4023638,The King's Speech (2010) ,国王的演讲 The King's Speech,剧情,传记,历史,8.3,351314,32.6%,51.3%,15.2%,0.8%,0.2%,英国,澳大利亚,美国,1274998,1031223,1010543,1016680,1035672,1027154,1031872,1012506,1027866,1014059,1007058,"https://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_UY268_CR0,0,182,268_AL_.jpg"
