,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,director7,director8,director9,director10,actor1,actor2,actor3,actor4,actor5,poster
0,(2011),4927382,Box Cutter             ,绝命毒师  第四季 Breaking Bad Season 4,剧情,犯罪,9.3,52343,72.5%,23.0%,4.1%,0.3%,0.1%,美国,1048279,1321831,1027213,1279570,1342450,1320122,1037154,1291538,1301100,1004722,1031807,1049498,1091090,1048143,1027856,"https://ia.media-imdb.com/images/M/MV5BMTA2NzQzODA3OTdeQTJeQWpwZ15BbWU3MDY3NjU2NzU@._V1_UY268_CR111,0,182,268_AL_.jpg"
