,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2014),7065154,Guardians of the Galaxy (2014) ,银河护卫队 Guardians of the Galaxy,动作,科幻,冒险,8.0,259940,27.7%,46.7%,22.5%,2.5%,0.6%,美国,英国,1092322,1017967,1047985,1013757,1041020,1014003,1018975,1002751,1036344,1044880,1041005,1017907,1031875,1324587,1022552,1010635,1326642,1004674,"https://ia.media-imdb.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_UX182_CR0,0,182,268_AL_.jpg"
