,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2017),6873143,A Dog's Purpose (2017) ,一条狗的使命 A Dog's Purpose,剧情,喜剧,家庭,7.7,176281,23.8%,43.8%,28.5%,3.3%,0.6%,美国,1018014,1305235,1000088,1002679,1049592,1368098,1368154,1214379,1114638,1296049,1066904,1004893,1368155,1092764,1018110,1109402,1288324,1280322,1345153,1056659,1063161,1358955,"https://ia.media-imdb.com/images/M/MV5BNDQ4NjkxNzgzN15BMl5BanBnXkFtZTgwMjAzODQ4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
