,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,poster
0,(2003),3901418,Yi tian tu long ji             ,倚天屠龙记,武侠,古装,8.0,41896,27.9%,45.7%,23.3%,2.4%,0.7%,台湾,中国大陆,香港,1350125,1316788,1050540,1029332,1018980,1015115,1020586,1015199,1028828,1313818,1054165,1014738,1222588,1275429,1274412,1317117,1317134,1317132,1317133,1317138,1301562,1274783,1317136,1317135,1317188,1317137,1335851,1313348,1315699,1317187,1318221,1355798,1314486,1319363,"https://ia.media-imdb.com/images/M/MV5BM2VhNjRiZmYtMTU3Ny00YzhiLTkzMDAtYjYxMjM5MmVmNzQ4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
