,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),4051753,Sherlock Holmes: A Game of Shadows (2011) ,大侦探福尔摩斯2：诡影游戏 Sherlock Holmes: A Game of Shadows,动作,悬疑,惊悚,犯罪,冒险,7.5,147748,16.1%,47.6%,32.4%,3.5%,0.5%,美国,1025148,1016681,1010510,1053587,1013796,1049500,1009283,1049700,1010653,1100629,1317404,"https://ia.media-imdb.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
