,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2013),3284397,August: Osage County (2013) ,八月：奥色治郡 August: Osage County,剧情,8.0,29569,27.1%,49.4%,20.9%,2.1%,0.5%,美国,1300689,1054532,1054437,1012532,1009288,1025142,1009405,1017914,1009477,1040534,1010615,1040574,1009778,"https://ia.media-imdb.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
