,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2011),4822848,Wu Lin Wai Zhuan (2011) ,武林外传,喜剧,动作,古装,6.4,137407,7.9%,25.2%,49.0%,14.8%,3.2%,中国大陆,1274656,1274496,1029395,1274648,1274271,1274649,1274652,1274646,1313611,1274660,1054282,"https://ia.media-imdb.com/images/M/MV5BMGJhYjExZjYtYmI5ZS00NmQyLWE3MTktNzNhZWQ1ZjU4Y2Y4XkEyXkFqcGdeQXVyNDg5Mzk5Mg@@._V1_UY268_CR1,0,182,268_AL_.jpg"
