,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2013),4202982,Frozen (2013) ,冰雪奇缘 Frozen,喜剧,动画,歌舞,奇幻,8.3,318176,34.8%,45.4%,18.1%,1.4%,0.3%,美国,1279552,1335174,1031240,1116746,1000002,1305235,1336310,1031855,1004586,1300949,1277225,1346179,1114886,1010687,1055202,1335174,1381398,1381399,1381400,1264391,1345304,1032802,1381401,1344524,"https://ia.media-imdb.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
