,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),3364223,The Great Gatsby (2013) ,了不起的盖茨比 The Great Gatsby,剧情,爱情,7.7,286038,21.1%,46.4%,28.8%,3.2%,0.5%,澳大利亚,美国,1049725,1041029,1025144,1047997,1041001,1010631,1004751,1027845,1305193,1322172,1040553,"https://ia.media-imdb.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
