,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2000),3286547,The One with Monica's Thunder             ,老友记  第七季 Friends Season 7,喜剧,爱情,9.7,39042,88.0%,10.6%,1.4%,0.1%,0.0%,美国,1016678,1040995,1040992,1013783,1048025,1041115,"https://ia.media-imdb.com/images/M/MV5BMTYxNjY2NTkzMl5BMl5BanBnXkFtZTgwODk2NDU0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
