,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2010),4217426,Ôoku (2010) ,大奥,剧情,同性,7.1,31002,11.8%,38.3%,43.3%,5.9%,0.7%,日本,1275989,1018351,1141865,1274862,1028076,1014473,1006339,"https://ia.media-imdb.com/images/M/MV5BYzUwOGMzNDMtMDkyNC00ZTEwLWFiZmYtZGE3ZDhlNjU0MDQ2XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY268_CR4,0,182,268_AL_.jpg"
