,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2010),4043763,Leun yan sui yu (2010) ,恋人絮语 戀人絮語,剧情,爱情,6.0,37952,3.7%,18.9%,54.2%,19.5%,3.6%,香港,1274534,1275149,1023424,1031200,1204410,1275969,1013782,1275970,1052081,1275971,1275972,1002862,"https://ia.media-imdb.com/images/M/MV5BNjVkMWVmYTEtNmJkNC00NTNkLThkNjYtNjdiOThmOTA1MWUzXkEyXkFqcGdeQXVyNDc2NzI5NDA@._V1_UY268_CR2,0,182,268_AL_.jpg"
