,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2013),4116480,Captain Phillips (2013) ,菲利普船长 Captain Phillips,剧情,传记,犯罪,冒险,8.1,63554,26.9%,54.0%,17.9%,1.0%,0.2%,美国,1025193,1054450,1335066,1335068,1335069,1335070,1335067,1045054,1088351,1048223,1299927,1032209,"https://ia.media-imdb.com/images/M/MV5BODhiZWRhMjctNDUyMS00NmUwLTgwYmItMjJhOWNkZWQ3ZTQxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
