,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2010),4082544,Xi Feng Lie (2010) ,西风烈,剧情,动作,犯罪,西部,5.9,30552,4.8%,20.2%,46.1%,21.7%,7.2%,中国大陆,1274943,1274291,1274306,1000525,1037098,1050430,1041082,1018373,"https://ia.media-imdb.com/images/M/MV5BMTAwMjE4MzY5MTReQTJeQWpwZ15BbWU4MDQyOTYyNjAx._V1_UX182_CR0,0,182,268_AL_.jpg"
