,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2009),3683409,Ye dian (2009) ,夜·店,喜剧,6.6,128434,7.8%,31.1%,48.2%,10.7%,2.3%,中国,1274857,1274297,1027770,1275913,1315091,1275044,1315474,"https://ia.media-imdb.com/images/M/MV5BZWFhODU3ODEtMjI1YS00NDA5LTk2OWYtNzIwMWRhNmFmMmRiXkEyXkFqcGdeQXVyMjAzMjcxNTE@._V1_UY268_CR3,0,182,268_AL_.jpg"
