,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2010),3569969,The Kids Are All Right (2010) ,孩子们都很好 The Kids Are All Right,剧情,喜剧,同性,家庭,7.5,28573,12.4%,52.2%,33.2%,2.0%,0.3%,美国,1018232,1054519,1017944,1040505,1025135,1053556,1214655,1183324,1170456,1326427,1093912,1264388,1155960,"https://ia.media-imdb.com/images/M/MV5BMjE4NTMwNDg5MF5BMl5BanBnXkFtZTcwNDY2ODE0Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
