,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2013),3804629,The Conjuring (2013) ,招魂 The Conjuring,悬疑,惊悚,恐怖,7.6,95369,18.3%,48.3%,30.0%,2.9%,0.5%,美国,1032122,1053584,1006919,1031888,1019023,1325691,1000107,1022713,1267954,1379206,1348706,1321939,1331875,1379207,1331876,1208277,"https://ia.media-imdb.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
