,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),4746257,Edge of Tomorrow (2014) ,明日边缘 Edge of Tomorrow,动作,科幻,8.0,255207,26.7%,50.7%,20.6%,1.7%,0.3%,美国,加拿大,1022741,1054435,1041022,1000078,1048134,1013949,1163221,1018306,1235418,1329326,1014122,1340067,1340355,1049775,1267074,1334429,"https://ia.media-imdb.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
