,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,poster
0,(2010),3819877,Buried (2010) ,活埋 Buried,剧情,悬疑,惊悚,7.8,72600,22.8%,48.6%,24.5%,3.2%,0.9%,西班牙,美国,法国,1275549,1053623,1284527,1313168,"https://ia.media-imdb.com/images/M/MV5BZTRmZmIxMDktZjVmMS00NmFiLWExNmMtMzg0MTIyZDYwNWZjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY268_CR4,0,182,268_AL_.jpg"
