,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2017),2158490,Justice League (2017) ,正义联盟 Justice League,动作,科幻,奇幻,冒险,6.7,148267,9.4%,28.8%,48.6%,11.3%,1.9%,美国,1031904,1054417,1044713,1044996,1313037,1022614,1340350,1031216,1022563,1053615,1009298,1147911,1004586,1044702,1027892,1346489,1031862,1291550,1329032,1041279,1009265,1384665,1013768,1027144,"https://ia.media-imdb.com/images/M/MV5BYWVhZjZkYTItOGIwYS00NmRkLWJlYjctMWM0ZjFmMDU4ZjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
