,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2008),2297265,The Wave (2008) ,浪潮 Die Welle,剧情,惊悚,8.7,138928,47.3%,42.2%,9.6%,0.7%,0.2%,德国,1027653,1048266,1223320,1014166,1027634,1032592,1318816,1177345,1018334,1235160,1315530,"https://ia.media-imdb.com/images/M/MV5BOWQ4YzBjODItM2I4MS00YThlLTlhZTQtOTZkNzhhNDc5YWM4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
